1,200,0.0
2,400,0.0
3,600,0.0
4,800,0.0
5,1000,0.0
6,1200,0.0
7,1400,0.0
8,1600,0.0
9,1800,0.0
10,2000,0.0
11,2200,0.0
12,2400,0.0
13,2600,0.0
14,2800,0.0
15,3000,0.0
16,3200,0.0
17,3400,0.0
18,3600,0.0
19,3800,0.0
20,4000,0.0
21,4200,0.0
22,4400,0.0
23,4600,0.0
24,4800,0.0
25,5000,0.0
26,5200,0.0
27,5400,0.0
28,5600,0.0
29,5800,0.0
30,6000,0.0
31,6200,0.0
32,6400,0.0
33,6600,0.0
34,6800,0.0
35,7000,0.0
36,7200,0.0
37,7400,0.0
38,7600,0.0
39,7800,0.0
40,8000,0.0
41,8200,0.0
42,8400,0.0
43,8600,0.0
44,8800,0.0
45,9000,0.0
46,9200,0.0
47,9400,0.0
48,9600,0.0
49,9800,0.0
50,10000,0.0
51,10200,0.0
52,10400,0.0
53,10600,0.0
54,10800,0.0
55,11000,0.0
56,11200,0.0
57,11400,0.0
58,11600,0.0
59,11800,0.0
60,12000,0.0
61,12200,0.0
62,12400,0.0
63,12600,0.0
64,12800,0.0
65,13000,0.0
66,13200,0.0
67,13400,0.0
68,13600,0.0
69,13800,0.0
70,14000,0.0
71,14200,0.0
72,14400,0.0
73,14600,0.0
74,14800,0.0
75,15000,0.0
76,15200,0.0
77,15400,0.0
78,15600,0.0
79,15800,0.0
80,16000,0.0
81,16200,0.0
82,16400,0.0
83,16600,0.0
84,16800,0.0
85,17000,0.0
86,17200,0.0
87,17400,0.0
88,17600,0.0
89,17800,0.0
90,18000,0.0
91,18200,0.0
92,18400,0.0
93,18600,0.0
94,18800,0.0
95,19000,0.0
96,19200,0.0
97,19400,0.0
98,19600,0.0
99,19800,0.0
100,20000,0.0
101,20200,0.0
102,20400,0.0
103,20600,0.0
104,20800,0.0
105,21000,0.0
106,21200,0.0
107,21400,4.6
108,21600,0.0
109,21800,0.0
110,22000,0.0
111,22200,0.0
112,22400,0.0
113,22600,1.3
114,22800,0.0
115,23000,0.0
116,23200,0.0
117,23400,0.0
118,23600,0.0
119,23800,0.0
120,24000,0.0
121,24200,0.0
122,24400,1.5
123,24600,0.0
124,24800,0.0
125,25000,0.0
126,25200,0.0
127,25400,0.0
128,25600,0.0
129,25800,0.0
130,26000,0.0
131,26200,0.0
132,26400,0.0
133,26600,0.0
134,26800,0.3
135,27000,0.4
136,27200,0.0
137,27400,0.0
138,27600,0.0
139,27800,0.0
140,28000,0.0
141,28200,0.0
142,28400,0.0
143,28600,0.0
144,28800,0.0
145,29000,0.0
146,29200,0.0
147,29400,0.0
148,29600,0.0
149,29800,0.0
150,30000,0.0
151,30200,0.0
152,30400,0.0
153,30600,0.0
154,30800,0.0
155,31000,0.0
156,31200,0.0
157,31400,0.0
158,31600,1.2
159,31800,0.0
160,32000,0.0
161,32200,0.0
162,32400,0.0
163,32600,0.0
164,32800,10.4
165,33000,0.0
166,33200,0.0
167,33400,0.0
168,33600,0.0
169,33800,0.0
170,34000,0.0
171,34200,0.0
172,34400,2.3
173,34600,0.0
174,34800,0.0
175,35000,0.0
176,35200,0.0
177,35400,0.0
178,35600,0.0
179,35800,0.0
180,36000,0.0
181,36200,0.0
182,36400,0.0
183,36600,0.0
184,36800,0.0
185,37000,0.0
186,37200,0.0
187,37400,0.0
188,37600,0.0
189,37800,0.0
190,38000,0.0
191,38200,0.0
192,38400,0.0
193,38600,0.0
194,38800,0.0
195,39000,0.0
196,39200,0.0
197,39400,0.0
198,39600,0.0
199,39800,0.1
200,40000,9.9
201,40200,0.0
202,40400,0.0
203,40600,0.0
204,40800,0.0
205,41000,0.0
206,41200,0.0
207,41400,0.0
208,41600,0.0
209,41800,1.0
210,42000,0.0
211,42200,0.0
212,42400,0.0
213,42600,0.0
214,42800,0.0
215,43000,0.0
216,43200,0.0
217,43400,3.9
218,43600,0.0
219,43800,8.3
220,44000,0.0
221,44200,0.0
222,44400,0.0
223,44600,0.0
224,44800,0.0
225,45000,0.0
226,45200,0.0
227,45400,0.0
228,45600,0.0
229,45800,0.0
230,46000,0.9
231,46200,3.7
232,46400,0.0
233,46600,0.0
234,46800,0.0
235,47000,0.0
